序号,时间(s),电压,阻抗
1,0.022,-0.009951991939386846,7339.408203
2,0.148,0.015831792231721476,7336.621094
3,0.274,0.03457265902079455,7340.77832
4,0.4,0.04967557431780133,7340.632813
5,0.526,0.0646007994728805,7342.96875
6,0.653,0.07144041184349544,7342.324707
7,0.778,0.0775358412069363,7339.226563
8,0.904,0.0817536857526246,7342.450195
9,1.03,0.08560204753744813,7341.223145
10,1.156,0.08342519173157972,7341.574707
11,1.282,0.08469858926693791,7342.615723
12,1.408,0.07448017827716077,7342.315918
13,1.534,0.056862456785793776,7341.244629
14,1.66,0.04116614653822813,7338.604492
15,1.786,0.01757559099652653,7339.933594
16,1.912,-0.007258522619917702,7336.651855
17,2.039,-0.025075845762852447,7341.140625
18,2.164,-0.04588960138200915,7339.157715
19,2.29,-0.05581690055137923,7344.897949
20,2.417,-0.0636104575785643,7341.627441
21,2.542,-0.057393931192126796,7341.407715
22,2.669,-0.03903412990932823,7336.962402
23,2.794,-0.023274537859163766,7339.026367
24,2.92,0.002016976239984834,7341.912598
25,3.046,0.03200858558065159,7340.833496
26,3.172,0.06084873600884634,7341.116211
27,3.298,0.08853782527297212,7339.518066
28,3.424,0.11119133938706947,7342.128418
29,3.55,0.1172297354074274,7340.571289
30,3.679,0.11766998969399013,7344.406738
31,3.802,0.10106694636375528,7340.320313
32,3.928,0.09063375892143492,7339.341797
33,4.054,0.07811727332472461,7339.543457
34,4.18,0.0644483173211202,7342.408691
35,4.306,0.07059310142708186,7339.91748
36,4.432,0.06974061079002075,7339.059082
37,4.558,0.06812118942654294,7342.27002
38,4.684,0.055373411244787424,7342.860352
39,4.81,0.05161578804786028,7341.756348
40,4.936,0.03555171565378587,7348.279297
41,5.062,0.02556752684852423,7339.962402
42,5.188,0.02150469627286913,7338.523438
43,5.314,0.03266536418574654,7340.725098
44,5.44,0.04239309221635615,7337.666992
45,5.566,0.056883183516220064,7340.799316
46,5.692,0.07566845856992888,7343.922852
47,5.818,0.09013456308553018,7337.993652
48,5.944,0.08794294918948528,7340.944336
49,6.07,0.08438530044983855,7339.333496
50,6.196,0.07556761995300114,7342.923828
51,6.322,0.06207161370691243,7338.422363
52,6.448,0.04745404708051368,7339.866699
53,6.574,0.04018416480376027,7342.044434
54,6.7,0.027562961234414315,7341.236816
55,6.826,0.023715284529462956,7342.512695
