序号,时间(s),电压,阻抗
11527,1440.758,-2.293172401081561,6533.583496
11528,1440.883,-2.4237319227480425,6533.331055
11529,1441.008,-2.502954523531383,6533.944336
11530,1441.133,-2.5103053809655878,6533.081055
11531,1441.259,-2.467351481465309,6533.891113
11532,1441.383,-2.3639223782675676,6533.947266
11533,1441.508,-2.2759980107357105,6532.915527
11534,1441.633,-2.178782976525667,6533.195313
11535,1441.758,-2.121223895044599,6533.474121
11536,1441.883,-2.0760144636185167,6532.914551
11537,1442.008,-2.0428809873762908,6533.891113
11538,1442.133,-2.0885290579599136,6533.499023
11539,1442.258,-2.129976355372602,6533.948242
11540,1442.384,-2.1940219224098896,6532.859863
11541,1442.508,-2.28807819311981,6534.309082
11542,1442.633,-2.341615408372831,6533.445801
11543,1442.758,-2.386194142926826,6533.41748
11544,1442.883,-2.3808889171391012,6534.587891
11545,1443.008,-2.297954772709618,6534.085938
11546,1443.133,-2.2310038376790122,6533.64209
11547,1443.258,-2.116942865426705,6534.587891
11548,1443.383,-2.067779839279054,6534.668945
11549,1443.509,-2.0406699281645153,6534.532227
11550,1443.633,-2.0819403357848154,6534.000488
11551,1443.758,-2.1394642623166416,6533.583496
11552,1443.884,-2.16137896167808,6534.280273
11553,1444.008,-2.202633994419784,6534.562012
11554,1444.133,-2.178373436187356,6534.669922
11555,1444.258,-2.188530576178547,6535.114746
11556,1444.383,-2.1657766408562096,6534.360352
11557,1444.508,-2.1928061306788478,6534.641602
11558,1444.633,-2.189838776105257,6535.561523
11559,1444.758,-2.1659778965504644,6534.892578
11560,1444.883,-2.1695131627564073,6535.30957
11561,1445.008,-2.1467318243627793,6535.25293
11562,1445.133,-2.0886482827470942,6535.280762
11563,1445.258,-2.015131923486664,6536.367188
11564,1445.383,-2.005972294221168,6536.286621
11565,1445.508,-2.0098252342152145,6536.955566
11566,1445.633,-2.123022027332181,6537.734375
11567,1445.758,-2.262937396609597,6536.143555
11568,1445.883,-2.441662344381742,6537.121582
11569,1446.008,-2.591342733965097,6536.870117
11570,1446.133,-2.6008303162850024,6537.064941
11571,1446.258,-2.5749342144265666,6537.230469
11572,1446.383,-2.488626720079346,6536.030762
11573,1446.508,-2.3577796283288643,6536.53418
11574,1446.633,-2.2226815594348848,6537.45459
