序号,时间(s),电压,阻抗
1,0.12,0.03352186493212488,7052.291016
2,0.246,-0.024945359473589064,7050.618164
3,0.373,-0.07261267902180502,7050.285156
4,0.498,-0.0598668270194797,7052.678223
5,0.624,-0.06993640268141312,7049.875977
6,0.75,-0.04402076909326256,7051.039063
7,0.876,-0.05902718497912892,7048.565918
8,1.001,-0.1340450622908224,7053.681641
9,1.128,-0.22631091091867317,7047.303711
10,1.254,-0.27639870576560827,7052.671875
11,1.38,-0.31014796898936303,7051.17041
12,1.506,-0.20260511802536987,7051.814453
13,1.632,0.033106101670419226,7054.717285
14,1.758,0.20910080189161903,7048.631348
15,1.884,0.4018061944862182,7051.214355
16,2.01,0.4826751313786821,7051.534668
17,2.136,0.4141418945554715,7051.264648
18,2.262,0.26035668730645223,7053.994629
19,2.388,0.09514828451547512,7052.741211
20,2.514,-0.09768933433619384,7051.005859
21,2.639,-0.23902267614167225,7051.92041
22,2.767,-0.294189009309965,7048.145508
23,2.892,-0.32796450519093856,7053.066895
24,3.018,-0.3589282205938385,7053.454102
25,3.144,-0.34904715539491177,7054.26709
26,3.27,-0.3671515631735728,7055.257324
27,3.395,-0.37649117792795384,7053.314941
28,3.522,-0.39343081783279477,7056.332031
29,3.648,-0.3816980554635845,7053.951172
30,3.773,-0.3388897592268316,7062.938477
31,3.9,-0.26609833514678255,7144.370605
32,4.027,-0.15767745856857987,7204.830566
33,4.152,-0.03664100975460843,7233.078613
34,4.278,0.07685003262703356,7231.867188
35,4.404,0.1517351600048036,7227.644531
36,4.529,0.1986985110551989,7239.763672
37,4.656,0.19957404965210268,7242.119629
38,4.781,0.17922739863626896,7232.961426
39,4.908,0.13811746840623637,7223.855469
40,5.034,0.10241182385808589,7260.170898
41,5.16,0.08992356132463328,7260.807617
42,5.285,0.09412685202190446,7254.143066
43,5.412,0.1243265618202105,7254.46582
44,5.538,0.15604093586345502,7254.925293
45,5.664,0.1749297445710996,7257.878418
46,5.79,0.18225707502512303,7239.359863
47,5.916,0.16863293744617847,7262.615723
48,6.042,0.13453000816848482,7249.686035
49,6.168,0.0817774712574014,7254.758301
50,6.293,0.05961935455291898,7268.254395
51,6.42,0.04604040624828341,7256.430664
52,6.546,0.07115744951501334,7293.646973
